0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
12,28364459.14,6348581.106,28364779.33,6348901.296,1.0564,1.936,0.39024,1.0987,-3.697,-1.3552,4.3169,0.78485,0.53978,3.4514,3.256,4.9125,4.1182,-4.7663,3.9361,2.3492,1.0978,-3.9404,3.4842,-3.3967
14,14157323.98,6348581.106,14157644.17,6348901.296,4.0808,4.3567,2.2452,0.27781,2.7645,-0.63119,2.3695,2.2589,-3.527,-1.1349,2.4306,-0.26109,-4.2612,-2.4827,0.74587,0.34094,-0.357,-2.5532,3.1413,-1.7728
15,49024977.51,6348581.106,49025297.7,6348901.296,0.37372,-4.6315,4.9871,-0.88151,4.1704,4.1734,-0.87425,0.16724,0.77939,3.3046,-2.4919,1.3519,3.3431,4.0393,1.5234,-2.6097,4.8625,-0.35961,-4.6138,-3.6902
17,32653748.09,6348581.106,32654068.28,6348901.296,1.0515,0.6115,0.80173,4.7606,-3.0123,1.0267,2.1719,-3.2014,-3.7904,-2.1227,-2.5191,0.29326,-0.76049,4.8349,-1.4114,-1.5817,-1.3658,-1.6254,-1.6902,-2.9116
19,5780870.777,5780870.777,5781190.967,5781190.967,-2.2093,0.27034,-2.6881,3.5635,4.0734,-4.358,-4.3574,3.1146,0.21563,2.5094,-3.2499,-0.15932,0.54058,-1.8826,-2.5617,4.4904,0.64595,3.7864,2.0152,2.6405
20,18342710.57,5780870.777,18343030.76,5781190.967,-4.7562,2.8656,4.5239,3.3075,4.8683,2.0646,3.7122,4.3456,-3.1602,-3.5032,-3.4068,4.5072,0.74801,0.19701,0.64347,3.8519,-3.8801,1.7737,-2.3024,0.38343
22,48182229.83,5780870.777,48182550.02,5781190.967,4.5582,4.9948,4.5328,0.50883,2.1956,1.078,1.2368,-1.1346,2.8415,-2.8959,1.9267,0.42975,1.7795,0.67798,-2.3594,-3.5624,0.72009,3.0469,-4.4848,-3.3949
25,30087155.71,5780870.777,30087475.9,5781190.967,-4.3783,4.3242,-4.5752,-4.404,-2.5917,-1.0673,-0.019832,-0.021971,-2.0867,-2.0147,-4.7256,2.8409,-3.1093,-2.0033,-4.7088,-3.711,2.953,2.1276,-1.8939,-2.7743
28,26428041.53,5780870.777,26428361.72,5781190.967,0.26062,0.79197,0.29008,0.76342,-3.9362,-1.0625,3.5644,2.8247,1.2305,-1.9494,4.6279,3.5248,0.86908,1.4297,4.815,2.4799,-3.0931,-0.34551,3.118,-3.2702
31,20667847.5,5780870.777,20668167.69,5781190.967,2.1361,-4.1053,0.22695,0.51251,2.0401,-3.4236,-4.9894,2.2631,-0.275,2.5286,-3.7705,-1.0776,2.3312,0.31043,-1.3817,-0.11396,3.3754,1.7555,0.5955,-2.8561
35,49024977.51,5780870.777,49025297.7,5781190.967,0.37372,-4.6315,4.9871,-0.88151,4.1704,4.1734,-0.87425,0.16724,0.77939,3.3046,-2.4919,1.3519,3.3431,4.0393,1.5234,-2.6097,4.8625,-0.35961,-4.6138,-3.6902
39,5780870.777,5780870.777,5781190.967,5781190.967,-2.2093,0.27034,-2.6881,3.5635,4.0734,-4.358,-4.3574,3.1146,0.21563,2.5094,-3.2499,-0.15932,0.54058,-1.8826,-2.5617,4.4904,0.64595,3.7864,2.0152,2.6405
44,27336488.89,5780870.777,27336809.08,5781190.967,0.19813,0.68324,-7.6701,-0.016432,5.2758,0.6832,0.60444,1.0318,0.51631,0.45731,1.117,4.3182,2.0367,-4.1222,2.4977,3.6639,-4.6569,-3.8037,-3.2012,0.67855
50,22147312.05,5780870.777,22147632.24,5781190.967,-3.6608,1.1362,-6.0496,-3.4544,3.0343,4.3144,3.3711,3.5847,-2.9087,-1.4941,1.539,-1.9817,-2.5316,4.7909,3.3674,1.7705,0.82588,0.67274,-1.3834,-2.2376
56,21707324.38,5780870.777,21707644.57,5781190.967,-0.013809,-0.45226,-0.55452,1.037,4.4303,-6.0848,2.633,2.9755,4.74,-2.8713,0.439,-0.23093,3.4701,4.6363,4.1836,-1.8467,-3.4708,3.7529,-2.668,1.2288
63,27078794.83,5780870.777,27079115.02,5781190.967,3.1475,-4.5755,-2.3138,-0.73253,1.7646,3.75,-2.1465,4.0191,-4.7805,0.9183,0.77386,0.058954,3.7883,1.7468,1.6615,2.0144,1.0351,4.1933,-3.2712,4.249
70,22147312.05,5780870.777,22147632.24,5781190.967,-3.6608,1.1362,-6.0496,-3.4544,3.0343,4.3144,3.3711,3.5847,-2.9087,-1.4941,1.539,-1.9817,-2.5316,4.7909,3.3674,1.7705,0.82588,0.67274,-1.3834,-2.2376
79,5780870.777,5780870.777,5781190.967,5781190.967,-2.2093,0.27034,-2.6881,3.5635,4.0734,-4.358,-4.3574,3.1146,0.21563,2.5094,-3.2499,-0.15932,0.54058,-1.8826,-2.5617,4.4904,0.64595,3.7864,2.0152,2.6405
89,6779015.73,5780870.777,6779335.92,5781190.967,-1.7208,0.65484,-3.7741,-2.162,-3.0395,-5.7807,-5.2876,3.297,5.315,3.0694,4.1513,-0.40215,-0.56053,2.8323,2.2378,6.8939,1.3113,-2.3773,0.24948,1.789
100,17165728.15,5780870.777,17166048.34,5781190.967,-3.5159,1.8639,0.37882,3.2234,4.9571,-1.6432,0.40595,3.8786,-2.1588,1.3148,-7.6066,8.9525,1.7779,-8.5468,-2.6539,3.7104,-2.1943,7.3753,2.1155,2.361
112,8453483.851,5780870.777,8453804.041,5781190.967,1.4348,4.7921,-0.49525,-2.0579,-3.647,-3.1504,1.5667,1.3012,-0.096449,3.4014,1.2038,4.8625,1.8437,-5.1757,3.9861,2.6122,1.0129,-3.8904,1.6069,0.034506
125,11532405.85,5780870.777,11532726.04,5781190.967,0.0075551,-0.18603,-6.2628,-3.5221,4.1965,-0.0026541,-2.1899,3.6967,-0.4943,1.8083,-1.7575,0.65603,0.10831,-3.807,-4.9798,-3.611,-0.08515,5.6941,1.6595,0.34989
141,9054504.055,3705130.542,9054824.245,3705450.732,-0.47174,0.121,-3.4778,5.1465,-0.47401,1.4611,-2.9364,2.9428,1.7695,1.4636,-0.43675,-0.42554,0.033612,2.2198,-3.0984,2.6289,-1.2662,-0.11048,5.3062,2.5883
158,7811402.224,3705130.542,7811722.414,3705450.732,1.0389,1.0486,6.4421,0.60463,-0.63499,-4.531,-4.2092,2.777,3.971,0.52076,0.60437,-3.7317,4.2177,-1.0794,-0.6527,3.1633,-0.91307,-0.29531,1.3724,3.3725
177,8649913.975,2912930.879,8650234.165,2913251.069,-1.1293,2.5567,-5.465,0.27973,-2.6157,-0.54235,-2.5471,1.5082,-2.907,7.5758,-4.3865,-2.0114,-1.3116,2.8084,1.0462,4.7502,4.3829,-1.5448,-1.0167,2.1429
199,5780870.777,2912930.879,5781190.967,2913251.069,-2.2093,0.27034,-2.6881,3.5635,4.0734,-4.358,-4.3574,3.1146,0.21563,2.5094,-3.2499,-0.15932,0.54058,-1.8826,-2.5617,4.4904,0.64595,3.7864,2.0152,2.6405
200,12899017.63,2912930.879,12899337.82,2913251.069,-5.4758,3.5616,1.0429,3.2575,4.9071,-2.7918,3.6622,3.972,-3.1102,-3.4493,-5.4132,7.833,0.13111,-4.6246,-2.5234,3.7604,-3.053,5.0392,-0.10304,1.2084
223,10475362.61,1995632.748,10475682.8,1995952.938,2.8873,0.70573,-3.2862,-0.20768,-2.6917,1.8758,-5.0142,2.9117,-2.1031,2.2299,-1.2165,-5.341,-1.3541,2.8511,4.2309,4.3176,3.1313,2.376,0.52806,3.8553
251,2533209.488,1995632.748,2533529.678,1995952.938,0.60412,-3.0687,-3.5686,-0.26146,6.1825,-3.6734,-5.041,7.9796,-0.10329,6.3238,-1.5394,-4.1248,-4.8209,1.9343,-2.1222,3.7961,1.8997,1.3839,1.1998,1.162
281,3986694.851,1211453.557,3987015.041,1211773.747,0.39852,1.281,-2.5412,0.78159,-0.45208,0.046028,-7.9957,0.48527,2.0287,5.3948,-6.6273,-2.0506,-0.91463,3.0602,2.9298,-1.2501,1.9981,1.5511,3.3954,2.6282
316,2019576.1,1211453.557,2019896.29,1211773.747,-2.9925,-3.0685,-6.402,1.7828,-4.4827,-1.6898,1.6255,4.4949,2.5359,-4.0152,0.17571,1.666,0.87498,7.7779,3.3264,4.3419,2.4596,0.83405,3.1528,1.9001
354,8416386.696,1211453.557,8416706.886,1211773.747,-0.10226,1.9794,2.8634,1.5651,4.6908,2.2866,1.1945,4.0257,-2.4318,-2.6062,-0.76207,-3.4939,2.4624,0.44174,3.8129,3.6961,-4.761,1.7769,2.455,1.5077
398,1151558.919,611817.0534,1151879.109,612137.2434,1.8693,-5.6596,2.891,-0.63046,-1.2776,1.4207,-3.8381,5.2258,-1.4293,0.77101,-0.79616,2.6235,-4.7505,-1.8843,-1.9621,4.1913,4.2701,0.66322,1.5576,1.4623
446,3366065.102,608632.1366,3366385.292,608952.3266,4.5863,-1.0826,-7.9883,4.4653,4.2268,-0.39052,-1.5978,0.21921,-1.7994,0.49843,-3.2463,-2.2844,1.2246,4.6211,2.6109,3.3301,2.0281,0.42161,2.6906,2.9943
501,1849685.198,608632.1366,1850005.388,608952.3266,-6.2683,-1.9165,-6.0823,1.2576,-4.4409,-2.7354,-4.0005,2.9159,3.6933,1.3729,-6.0019,-0.84346,4.1979,-0.83648,0.76273,-1.1584,2.524,-0.65274,1.803,1.3478
562,1087622.027,608632.1366,1087942.217,608952.3266,-2.674,0.0060951,-3.6095,0.1981,2.6099,1.821,1.5914,1.5033,-1.5269,-1.9721,-2.6067,-0.69679,-0.66371,0.8505,1.4909,1.3947,2.746,1.4287,1.9049,1.9868
630,1252334.425,196335.9675,1252654.615,196656.1575,0.21692,-3.8643,-4.8289,2.8078,-4.1568,2.4585,3.6729,5.7294,-0.76117,-1.6519,-4.3528,-3.2129,-4.4074,-1.1618,1.6314,2.5025,4.5294,-0.14068,2.559,2.2744
707,283555.5818,186068.2264,283875.7718,186388.4164,-2.8376,-3.4631,-3.0578,-2.3175,-4.0062,-1.4996,-1.3141,3.3124,2.3406,-0.0044297,-1.7387,-1.368,5.3129,-1.2788,0.52488,2.6821,3.997,0.65353,2.9198,1.3633
794,913007.6614,186068.2264,913327.8514,186388.4164,-3.6141,-1.1924,-3.4981,0.4495,4.8373,0.85467,-3.6717,6.0985,-2.7137,0.27504,-4.1993,-1.404,-1.349,-0.62561,1.459,1.8832,1.6023,0.46546,2.7391,1.863
891,361890.7004,103849.5208,362210.8904,104169.7108,-1.3537,0.94461,1.8605,0.70319,-3.2877,-4.1513,-2.6878,10.434,1.3814,1.7543,-3.4279,-1.5193,-2.4863,-2.1202,0.97002,2.2532,2.9857,0.13302,2.6166,1.6469
1000,145501.5016,97295.29342,145821.6916,97615.48342,-0.32724,-3.4094,-0.13187,0.15733,-0.233,1.9517,1.0075,4.7381,4.4699,-0.51572,-1.1885,3.6908,0.37841,-1.2764,0.14082,2.7668,3.009,0.76479,2.614,1.1763
1122,189752.8013,75867.04619,190072.9913,76187.23619,-1.5985,-1.6683,2.8214,1.7791,-5.4592,-3.626,1.8002,8.0982,3.7438,-0.8644,-1.7596,4.128,0.20176,-1.3434,1.412,2.1952,3.6648,0.73686,2.0434,1.3548
1258,218927.4,34689.12094,219247.59,35009.31094,-4.4094,-4.9183,3.7622,-0.95453,-2.3008,-1.6554,0.5887,4.5285,0.75582,-7.6974,1.1751,-3.9608,0.0043122,-1.869,0.78733,2.4485,3.616,0.35001,2.7128,1.4385
1412,73713.64812,34689.12094,74033.83812,35009.31094,0.9549,-1.1925,0.44727,1.6617,-1.1166,-3.2083,2.2613,10.265,2.5767,0.42877,-2.0979,0.71335,0.75573,-0.78527,1.3683,2.7481,3.4643,0.75412,2.5451,1.2818
1584,64197.20912,17582.80204,64517.39912,17902.99204,0.31528,-0.64916,-8.8779,-1.1277,-5.765,-3.8116,0.74629,5.5643,6.9975,-1.0252,-0.23047,1.2143,0.38041,-1.5146,1.5574,2.3397,3.468,0.69065,2.6353,1.3567
1778,37296.83468,17582.80204,37617.02468,17902.99204,0.32596,-1.1125,6.4553,-1.5281,-7.956,-1.8834,-1.1608,5.0472,-2.521,-5.1725,-1.1188,2.4405,0.95469,-1.2077,1.5186,2.612,3.5296,0.63223,2.613,1.3498
1995,38304.19494,14672.56288,38624.38494,14992.75288,-1.0174,-1.3485,1.8562,3.3699,14.618,0.38677,-1.8771,6.3008,-1.5088,-1.2722,-2.1917,1.5882,0.81551,-1.5253,1.1537,2.3303,3.4798,0.59996,2.6578,1.292
2000,16356.19013,14672.56288,16676.38013,14992.75288,-0.10725,-1.0619,5.8153,1.3629,0.13985,-0.57318,-4.4804,3.0223,-1.3904,-0.64607,-0.7962,2.1327,1.0349,-1.7218,1.291,2.7184,3.6019,0.67099,2.6602,1.3143
2238,13927.88651,10761.53164,14248.07651,11081.72164,2.1643,-0.91419,2.1282,3.1567,-8.9632,-1.6745,-2.7638,0.18272,-0.93624,-1.3066,-0.64401,1.9747,0.95851,-1.6929,1.3426,2.6824,3.5766,0.6249,2.6487,1.3257
2511,8697.28503,7573.768163,9017.47503,7893.958163,0.31494,-0.6132,4.1833,4.4064,-7.8408,-2.1598,-2.5051,-0.43083,-4.2944,0.57751,-1.0557,1.8074,0.77282,-1.5377,1.344,2.6697,3.5284,0.69676,2.5952,1.3269
2818,11504.65508,6931.961811,11824.84508,7252.151811,-2.7215,-3.124,-0.63288,1.6293,-2.592,-1.0693,-0.4594,1.4099,-2.3877,-0.5389,-1.1912,2.8023,0.83758,-1.5379,1.354,2.6306,3.5299,0.55318,2.6209,1.3431
3162,1996827.25,4718.420209,1997147.44,5038.610209,7.396,3.0904,0.065133,0.85997,-0.21825,-1.0527,-0.84713,-4.046,-3.8042,0.49471,-1.2526,2.6391,0.28762,-1.0025,1.285,2.6879,3.5155,0.62209,2.6091,2.7038
3548,3995.46505,2676.38356,4315.65505,2996.57356,-1.9406,-1.0577,-0.83039,1.1792,-3.5339,-0.5068,0.86138,-1.3313,-3.4256,0.48302,-0.94808,2.5316,0.49668,-1.6304,1.3212,2.5852,3.5463,0.6184,2.6273,1.3437
3981,2737.364363,2257.348214,3057.554363,2577.538214,2.2395,-3.2732,4.5902,1.1113,-4.2706,3.5418,1.2507,-0.071197,-2.7143,-0.23222,-1.2632,2.6075,0.50157,-1.6112,1.2883,2.5752,3.5453,0.65292,2.6169,1.3395
4466,2040.742509,1719.33124,2360.932509,2039.52124,1.0772,-1.9132,-1.1007,-1.4964,-3.9213,3.5313,0.7537,-0.81369,-3.7294,-0.60344,-1.1034,2.5798,0.58668,-1.7012,1.3335,2.5759,3.5491,0.6591,2.608,1.3367
5011,1764.233187,1171.904296,2084.423187,1492.094296,5.8383,-0.85185,-1.0718,-0.9041,-3.3916,2.7783,1.2423,-1.8286,-3.7025,-1.2017,-0.90731,2.5978,0.52353,-1.7421,1.2628,2.5621,3.5606,0.6756,2.6023,1.3456
5623,1531.195443,787.1894566,1851.385443,1107.379457,4.3262,-2.2146,-2.6443,-1.5826,-3.3051,1.9608,2.1783,-2.1483,-3.7766,-0.54299,-0.99677,2.668,0.54596,-1.6834,1.3446,2.5602,3.5614,0.68555,2.6047,1.344
6309,739.0563086,653.4491015,1059.246309,973.6391015,3.2878,-2.5021,-0.15717,-0.67488,-2.9525,2.5602,2.2304,-1.0711,-3.6738,-0.47925,-0.98693,2.5896,0.54574,-1.7238,1.1978,2.5569,3.5876,0.67267,2.6046,1.3445
7079,628.2563005,272.8170672,948.4463005,593.0070672,3.9847,-2.2811,0.51103,-0.31999,-2.4402,2.0916,2.2669,-1.0477,-3.8325,-0.26624,-0.95191,2.5895,0.57791,-1.7676,1.2367,2.5854,3.5859,0.67212,2.5966,1.345
7943,308.7086784,226.9219537,628.8986784,547.1119537,5.5627,-1.8887,1.3909,-2.1949,-4.3756,2.7109,2.3394,-1.6353,-3.726,-0.21807,-0.98911,2.5937,0.5494,-1.7811,1.2452,2.5782,3.6038,0.66998,2.5878,1.3449
8912,255.7895046,173.7975608,575.9795046,493.9875608,0.40899,-2.1234,2.2875,-1.9526,-4.5132,2.7562,2.6401,-1.7305,-3.7793,-0.20537,-1.0028,2.5851,0.55533,-1.7723,1.2269,2.5494,3.6192,0.66978,2.5902,1.3458
10000,153.2349859,137.5824365,473.4249859,457.7724365,0.90869,-2.8031,2.8623,-1.5635,-3.1214,3.0282,2.4816,-1.8464,-3.7044,-0.24093,-1.0101,2.5993,0.57042,-1.7735,1.2207,2.5825,3.6267,0.66947,2.5873,1.3455
11220,43807.94843,67.26809674,44128.13843,387.4580967,0.60169,-2.1473,1.1038,-1.3263,-3.7474,3.392,1.2038,-1.8376,-3.6238,-0.2391,-0.99834,2.5182,0.57746,-1.7724,0.1387,3.0304,3.6264,0.67024,2.5873,1.3454
12589,56.43306193,54.06782461,376.6230619,374.2578246,1.5875,-2.379,1.233,-0.79151,-3.4115,3.6182,2.7249,-1.7264,-3.6059,-0.25385,-1.0135,2.5089,0.57111,-1.7518,1.2225,2.5885,3.6254,0.67028,2.5877,1.3454
14125,564965.7027,37.54658039,565285.8927,357.7365804,-0.68223,-2.2452,0.1089,-1.0794,-3.4232,3.5604,2.679,-1.7554,-3.6402,-2.5186,-1.0188,2.4797,0.57241,-2.4284,1.2239,2.5836,3.6255,2.3595,2.5877,1.3453
15848,17433.68567,27.65055089,17753.87567,347.8405509,-0.63873,0.1268,1.1594,-0.88812,-3.4181,3.5665,2.6441,-1.7812,-1.3226,-0.24736,-1.039,3.2229,0.56029,-1.7435,0.4457,2.6254,3.6256,0.67261,2.5884,1.3453
17782,18.32440012,10.04355803,338.5144001,330.233558,-1.2806,-2.006,1.4162,-0.92488,-3.5704,3.2702,2.699,-1.7669,-3.5881,-0.24823,-1.0561,2.449,0.57741,-1.7415,1.2308,2.5878,3.626,0.67515,2.5859,1.3453
19952,9.977958549,6.792463989,330.1679585,326.982464,-0.53306,-2.0706,0.79829,-1.052,-3.5478,3.4359,2.7397,-1.7591,-3.6149,-0.24679,-1.0496,2.4471,0.57684,-1.7428,1.233,2.5807,3.6261,0.67958,2.5859,1.3452
20000,8.919616083,6.792463989,329.1096161,326.982464,0.2414,-2.3134,1.5392,-0.98829,-3.5948,3.5738,2.7246,-1.754,-3.6038,-0.24678,-1.049,2.4635,0.58171,-1.7463,1.2351,2.5848,3.626,0.67966,2.5868,1.3452
22387,5.177932371,4.993096816,325.3679324,325.1830968,0.083036,-2.4053,1.1769,-0.90018,-3.5049,3.4719,2.776,-1.7988,-3.6058,-0.24663,-1.0633,2.449,0.57746,-1.7443,1.229,2.5845,3.6262,0.68098,2.5873,1.3452
25118,4.623668703,4.533791255,324.8136687,324.7237913,-0.38134,-2.3565,1.3939,-0.86402,-3.4778,3.483,2.7853,-1.7778,-3.5963,-0.24666,-1.0565,2.4474,0.57501,-1.7427,1.2303,2.5846,3.6262,0.68134,2.5872,1.3452
28183,4.446613653,4.406268645,324.6366137,324.5962686,-0.39663,-2.3604,1.3846,-0.85182,-3.4813,3.4572,2.7944,-1.7868,-3.5996,-0.24631,-1.0579,2.4482,0.57854,-1.7445,1.2302,2.5849,3.6261,0.68124,2.5873,1.3452
31622,4.357058353,4.29470993,324.5470584,324.4847099,-0.43855,-2.3436,1.4013,-0.84183,-3.4774,3.4615,2.7997,-1.7941,-3.6021,-0.24606,-1.0553,2.448,0.5781,-1.7446,1.2303,2.5852,3.6261,0.68144,2.5873,1.3452
35481,593364.6126,3.020408746,593684.8026,323.2104087,-0.39372,-2.3848,1.2827,-0.8107,-3.483,3.4479,2.737,-1.7968,-3.6063,-0.23493,-1.0556,2.4471,0.57989,-1.7457,1.2305,2.5844,1.275,0.68116,2.5872,1.3455
39810,1.169698915,0.6801440542,321.3596989,320.8701441,-0.39383,-2.3299,1.3111,-0.88987,-3.4728,3.4623,2.7905,-1.7844,-3.5995,-0.20594,-1.0563,2.4479,0.5798,-1.7412,1.2318,2.5853,3.6262,0.68122,2.5872,1.3461
40012,0.6054228187,0.6054228187,320.7954228,320.7954228,-0.47673,-2.3801,1.4204,-0.87348,-3.4568,3.4341,2.7901,-1.7836,-3.6044,-0.19573,-1.0555,2.4501,0.58027,-1.743,1.2303,2.5852,3.6262,0.68125,2.5872,1.346
40040,0.8260572578,0.6054228187,321.0160573,320.7954228,-0.47673,-2.3801,1.4204,-0.87348,-3.4568,3.4341,2.7901,-1.7836,-3.6044,-0.19573,-1.0555,2.4501,0.58027,-1.743,1.2303,2.5852,3.6262,0.68125,2.5872,1.346
1,81331033.15,81331033.15,81330928.91,81330928.91,-4.5949,-1.0622,-3.7106,-0.40804,-1.3088,-0.66109,0.28815,3.9919,3.6344,0.99296,1.2282,0.94937,-4.0897,0.69253,1.296,0.49252,-4.3447,-1.7024,0.83727,4.9435
2,19138131.6,19138131.6,19138027.36,19138027.36,1.6818,-4.0213,4.6892,1.2087,-4.2868,-0.33452,-3.1378,-3.2098,3.2399,-3.09,-4.9416,-3.763,1.8328,-2.3416,-2.5758,-2.8014,1.8844,-3.924,-1.8521,-0.10286
3,23705466.47,19138131.6,23705362.23,19138027.36,4.4863,-4.1975,-4.8225,-0.87904,-4.9246,-2.0468,-1.5665,-4.1525,3.7248,-2.0636,1.1078,-4.7449,3.3122,4.5658,3.6158,0.32122,-0.97444,4.4506,3.7165,-2.3796
4,10578058.16,10578058.16,10577953.92,10577953.92,4.6025,3.9257,4.7638,-1.6977,-1.7209,4.6377,-3.6264,-2.6209,-3.7761,-3.8542,1.4079,2.9418,-2.4092,-0.36352,-4.036,-4.9008,-2.1696,-1.3975,3.7982,-3.9171
5,30297172.57,10578058.16,30297068.33,10577953.92,-1.8565,-3.5358,-4.3867,-0.79716,0.78832,-3.3232,-3.1843,-2.3703,2.011,0.71388,-0.477,3.5415,-0.16189,4.9477,4.0489,0.71362,-3.2489,1.7095,-3.9788,-0.79838
6,13851408.94,10578058.16,13851304.7,10577953.92,1.261,4.0057,0.49703,-2.5167,3.9015,-4.517,-0.98969,-4.222,-3.8315,-2.5153,-3.2437,-2.5902,0.3762,0.8718,-4.9683,-1.7931,0.95186,-0.6306,-1.1519,-1.0431
7,12682699.66,10578058.16,12682595.42,10577953.92,0.049886,1.1742,-1.5356,2.9086,2.6779,-0.14964,3.5917,-2.0585,1.3795,-4.6347,3.8867,-2.2962,0.78491,1.2875,-1.0741,-2.6174,-0.31575,3.036,0.50891,-2.2184
8,14744734.17,10578058.16,14744629.93,10577953.92,1.338,-2.3791,-0.10788,3.8976,-0.62431,2.6828,-2.1648,3.101,2.4599,3.2531,-0.36721,-4.6384,4.1924,2.4657,-0.65772,2.8881,2.8792,0.60999,1.0714,-0.95707
10,65892653.76,10578058.16,65892549.52,10577953.92,-1.061,0.47465,3.2433,-3.6391,-1.7622,-2.9797,0.26599,1.8402,2.1101,-0.85134,2.9073,-4.4042,-1.2936,3.5812,1.2897,1.7935,-3.5297,3.2823,2.8915,2.6742
11,45075216.45,10578058.16,45075112.21,10577953.92,4.0125,-2.7713,1.4547,0.95013,-0.57879,0.53245,2.1716,-0.48342,-3.042,-1.9715,2.6445,3.4763,-2.9098,3.8283,1.4017,-3.889,1.197,4.6928,-2.5914,1.2164
12,20553329.47,10578058.16,20553225.23,10577953.92,0.74171,4.1583,2.8771,-1.2087,1.7727,3.0828,1.6418,-1.468,-1.6824,3.7137,3.8628,0.13365,-1.8357,2.7114,-4.5306,-2.5972,0.67672,4.1244,0.23599,-1.611
14,43127647.06,10578058.16,43127542.82,10577953.92,-0.20661,-1.523,3.6204,0.25299,-1.3295,-3.8544,-2.5744,0.10773,0.68675,-4.6409,-2.2816,-0.081006,-1.028,-0.30749,-3.2494,1.2453,3.4623,-0.015022,4.4404,1.731
15,83960297.36,10578058.16,83960193.12,10577953.92,2.8759,-0.33844,1.7307,4.0758,-3.0121,2.8526,-1.6125,4.3963,-1.4483,-3.691,-4.8677,-3.1538,2.2766,0.67731,2.0692,4.8278,-4.715,0.24649,-0.74134,4.433
17,42587429.32,10578058.16,42587325.08,10577953.92,-4.6091,-2.5064,3.6039,-0.59743,-0.49937,-4.1499,3.9527,2.2865,0.30191,1.568,-1.1783,2.4021,-3.1121,-0.58192,-2.9468,-1.7034,-3.7997,1.2026,-3.5513,0.99668
19,3889062.056,3889062.056,3888957.816,3888957.816,2.4209,0.17626,-4.1901,-1.1471,0.069417,1.7679,1.2159,2.2883,0.87003,-0.095247,1.3127,-0.24623,3.6413,-2.6732,-4.3981,1.8768,2.9179,-2.2843,-0.0331,-3.5099
20,14930277.85,3889062.056,14930173.61,3888957.816,-0.045347,-4.385,-3.5242,-3.9934,-3.2945,1.4733,-3.1659,-1.3118,-2.0714,-4.1777,2.6,-3.4467,4.7522,-0.75426,-4.1625,-0.24454,-1.0061,1.9628,-1.7262,-2.1846
22,19138131.6,3889062.056,19138027.36,3888957.816,1.6818,-4.0213,4.6892,1.2087,-4.2868,-0.33452,-3.1378,-3.2098,3.2399,-3.09,-4.9416,-3.763,1.8328,-2.3416,-2.5758,-2.8014,1.8844,-3.924,-1.8521,-0.10286
25,30297172.57,3889062.056,30297068.33,3888957.816,-1.8565,-3.5358,-4.3867,-0.79716,0.78832,-3.3232,-3.1843,-2.3703,2.011,0.71388,-0.477,3.5415,-0.16189,4.9477,4.0489,0.71362,-3.2489,1.7095,-3.9788,-0.79838
28,14744734.17,3889062.056,14744629.93,3888957.816,1.338,-2.3791,-0.10788,3.8976,-0.62431,2.6828,-2.1648,3.101,2.4599,3.2531,-0.36721,-4.6384,4.1924,2.4657,-0.65772,2.8881,2.8792,0.60999,1.0714,-0.95707
31,45075216.45,3889062.056,45075112.21,3888957.816,4.0125,-2.7713,1.4547,0.95013,-0.57879,0.53245,2.1716,-0.48342,-3.042,-1.9715,2.6445,3.4763,-2.9098,3.8283,1.4017,-3.889,1.197,4.6928,-2.5914,1.2164
35,83960297.36,3889062.056,83960193.12,3888957.816,2.8759,-0.33844,1.7307,4.0758,-3.0121,2.8526,-1.6125,4.3963,-1.4483,-3.691,-4.8677,-3.1538,2.2766,0.67731,2.0692,4.8278,-4.715,0.24649,-0.74134,4.433
39,3889062.056,3889062.056,3888957.816,3888957.816,2.4209,0.17626,-4.1901,-1.1471,0.069417,1.7679,1.2159,2.2883,0.87003,-0.095247,1.3127,-0.24623,3.6413,-2.6732,-4.3981,1.8768,2.9179,-2.2843,-0.0331,-3.5099
44,12069696.47,3889062.056,12069592.23,3888957.816,4.5525,3.8145,6.6048,-3.9799,-1.6924,4.2476,-2.964,-3.3036,-3.7861,-4.512,0.96646,0.65849,-1.213,-1.6484,-5.0894,-6.5579,-4.9589,-1.3649,-0.15998,-3.6736
50,18009748.2,3889062.056,18009643.96,3888957.816,1.9966,-1.5692,4.1327,-0.12018,-1.684,-2.9297,-0.81721,-1.0719,-2.3556,-0.090139,3.9437,-4.4758,-0.92348,1.0472,1.876,2.8087,-1.7952,3.0455,2.6513,-2.3213
56,40169226.83,3889062.056,40169122.59,3888957.816,-0.099979,-3.0049,-3.7466,-1.355,0.55921,2.9257,-4.8668,-1.8252,0.22938,3.1476,-0.84575,6.7043,-2.5727,4.5346,7.285,-3.9303,-0.76918,-0.093384,-0.18394,1.9571
63,20590835.24,3889062.056,20590731.0,3888957.816,6.7677,-3.8753,-6.3518,1.1891,-4.3332,-1.8936,-2.7923,-4.1155,5.4528,-2.2205,-3.6712,-5.7488,2.915,0.52087,0.80166,1.8723,-1.2696,4.4006,2.4902,-5.0033
70,18009748.2,3889062.056,18009643.96,3888957.816,1.9966,-1.5692,4.1327,-0.12018,-1.684,-2.9297,-0.81721,-1.0719,-2.3556,-0.090139,3.9437,-4.4758,-0.92348,1.0472,1.876,2.8087,-1.7952,3.0455,2.6513,-2.3213
